name,surname,championship_name,category,team_name,end_year,expected_standing,team_loyalty,country,dob,elo,race_skill,qualifying_skill,aggression,defending,stamina,consistency,start_reactions,wet_skill,tyre_management,fuel_management,blue_flag_conceding,weather_tyre_changes,avoidance_of_mistakes,avoidance_of_forced_mistakes,setup_downforce
Patrick,Kujala,IMSA VP Racing SportsCar Challenge,P1Gen2,Forte Racing,2026,5,0.82,FIN,1996/05/15,1790,0.72,0.74,0.68,0.69,0.71,0.72,0.69,0.72,0.72,0.71,0.70,0.70,0.72,0.71,0.53
Brian,Thienes,IMSA VP Racing SportsCar Challenge,P1Gen2,Forte Racing,2026,6,0.82,USA,1975/1/1,1705,0.67,0.67,0.61,0.64,0.66,0.67,0.64,0.65,0.67,0.66,0.70,0.63,0.67,0.66,0.62
Oscar,Tunjo,IMSA VP Racing SportsCar Challenge,P1Gen2,Gebhardt Motorsport,2026,7,0.82,COL,1996/01/05,1800,0.73,0.75,0.69,0.70,0.72,0.73,0.70,0.73,0.73,0.72,0.70,0.71,0.73,0.72,0.58
Valentino,Catalano,IMSA VP Racing SportsCar Challenge,P1Gen2,Gebhardt Motorsport,2026,8,0.82,DEU,2006/01/01,1765,0.71,0.71,0.65,0.68,0.70,0.71,0.68,0.69,0.71,0.70,0.70,0.67,0.71,0.70,0.54
Chris,McMurry,IMSA VP Racing SportsCar Challenge,P1Gen2,Crown Racing,2026,9,0.82,USA,1997/10/09,1780,0.72,0.74,0.66,0.69,0.71,0.72,0.69,0.72,0.72,0.71,0.70,0.70,0.72,0.71,0.61
Jagger,Jones,IMSA VP Racing SportsCar Challenge,P1Gen2,FastMD Racing with Remstar,2026,10,0.82,USA,2002/07/29,1760,0.70,0.72,0.66,0.67,0.69,0.68,0.67,0.68,0.70,0.69,0.70,0.66,0.68,0.67,0.65
Scott,Blind,IMSA VP Racing SportsCar Challenge,GT3,Ruckus Racing,2026,11,0.82,USA,1970/01/01,1705,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.67,0.66,0.70,0.63,0.65,0.64,0.57
Frank,DePew,IMSA VP Racing SportsCar Challenge,GT3,Rebel Rock Racing,2026,12,0.82,USA,1969/1/1,1715,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.67,0.66,0.70,0.63,0.65,0.64,0.39
Justin,Wetherill,IMSA VP Racing SportsCar Challenge,GT3,Ruckus Racing,2026,13,0.76,USA,1983/01/01,1710,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.67,0.66,0.70,0.63,0.65,0.64,0.53
Justin,Di Benedetto,IMSA VP Racing SportsCar Challenge,GT3,Di Benedetto Racing,2026,14,0.76,USA,1985/1/1,1725,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.68,0.67,0.70,0.64,0.66,0.65,0.55
Nicky,Hays,IMSA VP Racing SportsCar Challenge,GT3,Ruckus Racing,2026,15,0.76,USA,2001/01/01,1740,0.69,0.69,0.63,0.66,0.68,0.67,0.66,0.67,0.69,0.68,0.70,0.65,0.67,0.66,0.42
Andrew,Davis,IMSA VP Racing SportsCar Challenge,GT3,Rebel Rock Racing,2026,16,0.76,USA,1977/01/01,1800,0.73,0.73,0.67,0.70,0.72,0.71,0.70,0.73,0.73,0.72,0.70,0.71,0.71,0.70,0.43
Robert,Megennis,IMSA VP Racing SportsCar Challenge,GT3,Ruckus Racing,2026,17,0.76,USA,2000/03/26,1750,0.70,0.70,0.64,0.67,0.69,0.68,0.67,0.68,0.70,0.69,0.70,0.66,0.68,0.67,0.50
Farhan,Siddiqi,IMSA VP Racing SportsCar Challenge,GT3,FastMD Racing with Remstar,2026,18,0.76,USA,1975/01/01,1710,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.67,0.66,0.70,0.63,0.65,0.64,0.50
Daniel,Oliver,IMSA VP Racing SportsCar Challenge,GT3,Performance Tech Motorsports,2026,19,0.76,USA,1998/01/01,1720,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.68,0.67,0.70,0.64,0.66,0.65,0.52
Wyatt,Brichacek,IMSA VP Racing SportsCar Challenge,GT3,Toney Driver Development,2026,20,0.76,USA,2006/01/01,1730,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.68,0.67,0.70,0.64,0.66,0.65,0.54
Westin,Workman,IMSA VP Racing SportsCar Challenge,GT4,RAFA Racing Team,2026,21,0.76,USA,2006/01/01,1765,0.71,0.73,0.67,0.68,0.70,0.71,0.68,0.69,0.71,0.70,0.70,0.67,0.71,0.70,0.54
Rafael,Martinez,IMSA VP Racing SportsCar Challenge,GT4,RAFA Racing Team,2026,22,0.76,USA,1980/01/01,1715,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.67,0.66,0.70,0.63,0.65,0.64,0.40
Sean,Quinlan,IMSA VP Racing SportsCar Challenge,GT4,Stephen Cameron Racing,2026,23,0.76,USA,1985/01/01,1755,0.70,0.70,0.64,0.67,0.69,0.68,0.67,0.70,0.70,0.69,0.70,0.68,0.68,0.67,0.49
Marc,Austin,IMSA VP Racing SportsCar Challenge,GT4,Mad Joker Racing,2026,24,0.76,USA,1986/01/01,1715,0.67,0.67,0.63,0.64,0.66,0.65,0.64,0.65,0.67,0.66,0.70,0.63,0.65,0.64,0.41
Ismaeel,Ellahi,IMSA VP Racing SportsCar Challenge,GT4,Czabok-Simpson Motorsport,2026,25,0.70,USA,2005/01/01,1705,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.67,0.66,0.70,0.63,0.65,0.64,0.39
Tiger,Tari,IMSA VP Racing SportsCar Challenge,GT4,Auto Technic Racing,2026,26,0.70,USA,2001/01/01,1720,0.68,0.68,0.62,0.65,0.67,0.66,0.65,0.66,0.68,0.67,0.70,0.64,0.66,0.65,0.50
Courtney,Crone,IMSA VP Racing SportsCar Challenge,GT4,CarBahn with Peregrine Racing,2026,27,0.70,USA,2001/03/07,1740,0.69,0.71,0.63,0.66,0.68,0.69,0.66,0.67,0.69,0.68,0.70,0.65,0.69,0.68,0.41
Jon,Brel,IMSA VP Racing SportsCar Challenge,GT4,Kingpin Racing,2026,28,0.70,USA,1972/01/01,1695,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.66,0.65,0.70,0.62,0.64,0.63,0.55
Mike,Fitzpatrick,IMSA VP Racing SportsCar Challenge,GT4,89x Motorsport,2026,29,0.70,USA,1975/01/01,1700,0.67,0.67,0.60,0.64,0.66,0.65,0.64,0.65,0.67,0.66,0.70,0.62,0.65,0.64,0.48
Dan,Ammann,IMSA VP Racing SportsCar Challenge,GT4,VRC,2026,30,0.70,USA,1978/01/01,1705,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.67,0.66,0.70,0.63,0.65,0.64,0.44
Cecilia,Rabelo,IMSA VP Racing SportsCar Challenge,GT4,Panam Racing,2026,31,0.70,BRA,1990/01/01,1710,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.67,0.66,0.70,0.63,0.65,0.64,0.50
Jim,Jonsin,IMSA VP Racing SportsCar Challenge,GT4,Goldcrest Motorsports,2026,32,0.70,USA,1981/01/01,1690,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.66,0.65,0.70,0.62,0.64,0.63,0.52
Lewis,Goff,Ginetta Junior Championship UK,G40Cup,R Racing,2026,1,0.82,GBR,2010/01/01,1660,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.52
Harry,Bartle,Ginetta Junior Championship UK,G40Cup,Pace Performance,2026,2,0.82,GBR,2009/01/01,1658,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.41
Jesse,Phillips,Ginetta Junior Championship UK,G40Cup,R Racing,2026,3,0.82,GBR,2010/01/01,1656,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.62,0.64,0.63,0.70,0.60,0.64,0.63,0.51
Jacob,Ashcroft,Ginetta Junior Championship UK,G40Cup,Elite Motorsport,2026,4,0.82,GBR,2010/01/01,1654,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.45
Melvin,Kalousdian,Ginetta Junior Championship UK,G40Cup,R Racing,2026,5,0.82,SWE,2009/01/01,1652,0.63,0.63,0.60,0.60,0.62,0.63,0.60,0.61,0.63,0.62,0.70,0.60,0.63,0.62,0.49
Max,Murray,Ginetta Junior Championship UK,G40Cup,R Racing,2026,6,0.82,GBR,2010/01/01,1650,0.63,0.63,0.60,0.60,0.62,0.63,0.60,0.61,0.63,0.62,0.70,0.60,0.63,0.62,0.50
Harrison,Mackie,Ginetta Junior Championship UK,G40Cup,Elite Motorsport,2026,7,0.82,GBR,2010/01/01,1648,0.63,0.63,0.60,0.60,0.62,0.63,0.60,0.63,0.61,0.60,0.70,0.61,0.63,0.62,0.47
Riley,Cranham,Ginetta Junior Championship UK,G40Cup,R Racing,2026,8,0.82,GBR,2010/01/01,1646,0.63,0.63,0.60,0.60,0.62,0.63,0.60,0.61,0.61,0.60,0.70,0.60,0.63,0.62,0.50
Henry,Cameron,Ginetta Junior Championship UK,G40Cup,Elite Motorsport,2026,9,0.82,GBR,2009/01/01,1644,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.53
Noah,Young,Ginetta Junior Championship UK,G40Cup,Performance One,2026,10,0.82,GBR,2010/01/01,1642,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.47
Sebastian,Leusch,Ginetta Junior Championship UK,G40Cup,R Racing,2026,11,0.76,GBR,2010/01/01,1640,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.55
Addison,Smith,Ginetta Junior Championship UK,G40Cup,MDD Motorsport,2026,12,0.76,GBR,2010/01/01,1638,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.57
Vladislav,Tomenchuk,Ginetta Junior Championship UK,G40Cup,Elite Motorsport,2026,13,0.76,UKR,2010/01/01,1636,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.58
Kai,Veitch,Ginetta Junior Championship UK,G40Cup,Pace Performance,2026,14,0.76,GBR,2010/01/01,1634,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.53
Jorn,Helder,Ginetta Junior Championship UK,G40Cup,Project R,2026,15,0.76,NLD,2010/01/01,1632,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.51
Devon,Hagelen,Ginetta Junior Championship UK,G40Cup,Elite Motorsport,2026,16,0.76,NLD,2010/01/01,1630,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.58
Josh,Watts,Ginetta Junior Championship UK,G40Cup,Performance One,2026,17,0.76,GBR,2009/01/01,1628,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.51
Bailey,Doughty,Ginetta Junior Championship UK,G40Cup,MKH Racing,2026,18,0.76,GBR,2010/01/01,1626,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.47
Daniel,Oliver,Ginetta Junior Championship UK,G40Cup,Elite Motorsport,2026,19,0.70,ESP,2010/01/01,1624,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.44
Andrew,Robinson,Ginetta Junior Championship UK,G40Cup,E3 Sport,2026,20,0.70,USA,2010/01/01,1622,0.61,0.61,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.48
Henry,Carter,Ginetta Junior Championship UK,G40Cup,Pace Performance,2026,21,0.70,GBR,2010/01/01,1620,0.61,0.61,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.42
Vicky,Farfus,Ginetta Junior Championship UK,G40Cup,Paradine Competition,2026,22,0.70,BRA,2010/01/01,1618,0.61,0.61,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.55
Lewis,Goff,Ginetta Junior Championship Europe,G40Cup,R Racing,2026,1,0.82,GBR,2010/01/01,1660,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.52
Harry,Bartle,Ginetta Junior Championship Europe,G40Cup,Pace Performance,2026,2,0.82,GBR,2009/01/01,1658,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.41
Jesse,Phillips,Ginetta Junior Championship Europe,G40Cup,R Racing,2026,3,0.82,GBR,2010/01/01,1656,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.62,0.64,0.63,0.70,0.60,0.64,0.63,0.51
Jacob,Ashcroft,Ginetta Junior Championship Europe,G40Cup,Elite Motorsport,2026,4,0.82,GBR,2010/01/01,1654,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.45
Melvin,Kalousdian,Ginetta Junior Championship Europe,G40Cup,R Racing,2026,5,0.82,SWE,2009/01/01,1652,0.63,0.63,0.60,0.60,0.62,0.63,0.60,0.61,0.63,0.62,0.70,0.60,0.63,0.62,0.49
Max,Murray,Ginetta Junior Championship Europe,G40Cup,R Racing,2026,6,0.82,GBR,2010/01/01,1650,0.63,0.63,0.60,0.60,0.62,0.63,0.60,0.61,0.63,0.62,0.70,0.60,0.63,0.62,0.50
Harrison,Mackie,Ginetta Junior Championship Europe,G40Cup,Elite Motorsport,2026,7,0.82,GBR,2010/01/01,1648,0.63,0.63,0.60,0.60,0.62,0.63,0.60,0.63,0.61,0.60,0.70,0.61,0.63,0.62,0.47
Riley,Cranham,Ginetta Junior Championship Europe,G40Cup,R Racing,2026,8,0.82,GBR,2010/01/01,1646,0.63,0.63,0.60,0.60,0.62,0.63,0.60,0.61,0.61,0.60,0.70,0.60,0.63,0.62,0.50
Henry,Cameron,Ginetta Junior Championship Europe,G40Cup,Elite Motorsport,2026,9,0.82,GBR,2009/01/01,1644,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.53
Noah,Young,Ginetta Junior Championship Europe,G40Cup,Performance One,2026,10,0.82,GBR,2010/01/01,1642,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.47
Sebastian,Leusch,Ginetta Junior Championship Europe,G40Cup,R Racing,2026,11,0.76,GBR,2010/01/01,1640,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.55
Addison,Smith,Ginetta Junior Championship Europe,G40Cup,MDD Motorsport,2026,12,0.76,GBR,2010/01/01,1638,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.57
Vladislav,Tomenchuk,Ginetta Junior Championship Europe,G40Cup,Elite Motorsport,2026,13,0.76,UKR,2010/01/01,1636,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.58
Kai,Veitch,Ginetta Junior Championship Europe,G40Cup,Pace Performance,2026,14,0.76,GBR,2010/01/01,1634,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.53
Jorn,Helder,Ginetta Junior Championship Europe,G40Cup,Project R,2026,15,0.76,NLD,2010/01/01,1632,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.51
Devon,Hagelen,Ginetta Junior Championship Europe,G40Cup,Elite Motorsport,2026,16,0.76,NLD,2010/01/01,1630,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.58
Josh,Watts,Ginetta Junior Championship Europe,G40Cup,Performance One,2026,17,0.76,GBR,2009/01/01,1628,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.51
Bailey,Doughty,Ginetta Junior Championship Europe,G40Cup,MKH Racing,2026,18,0.76,GBR,2010/01/01,1626,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.47
Daniel,Oliver,Ginetta Junior Championship Europe,G40Cup,Elite Motorsport,2026,19,0.70,ESP,2010/01/01,1624,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.44
Andrew,Robinson,Ginetta Junior Championship Europe,G40Cup,E3 Sport,2026,20,0.70,USA,2010/01/01,1622,0.61,0.61,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.48
Lewis,Goff,Ginetta Junior Championship North America,G40Cup,R Racing,2026,1,0.82,GBR,2010/01/01,1660,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.52
Harry,Bartle,Ginetta Junior Championship North America,G40Cup,Pace Performance,2026,2,0.82,GBR,2009/01/01,1658,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.41
Jesse,Phillips,Ginetta Junior Championship North America,G40Cup,R Racing,2026,3,0.82,GBR,2010/01/01,1656,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.62,0.64,0.63,0.70,0.60,0.64,0.63,0.51
Jacob,Ashcroft,Ginetta Junior Championship North America,G40Cup,Elite Motorsport,2026,4,0.82,GBR,2010/01/01,1654,0.64,0.66,0.60,0.61,0.63,0.64,0.61,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.45
Melvin,Kalousdian,Ginetta Junior Championship North America,G40Cup,R Racing,2026,5,0.82,SWE,2009/01/01,1652,0.63,0.63,0.60,0.60,0.62,0.63,0.60,0.61,0.63,0.62,0.70,0.60,0.63,0.62,0.49
Max,Murray,Ginetta Junior Championship North America,G40Cup,R Racing,2026,6,0.82,GBR,2010/01/01,1650,0.63,0.63,0.60,0.60,0.62,0.63,0.60,0.61,0.63,0.62,0.70,0.60,0.63,0.62,0.50
Harrison,Mackie,Ginetta Junior Championship North America,G40Cup,Elite Motorsport,2026,7,0.82,GBR,2010/01/01,1648,0.63,0.63,0.60,0.60,0.62,0.63,0.60,0.63,0.61,0.60,0.70,0.61,0.63,0.62,0.47
Riley,Cranham,Ginetta Junior Championship North America,G40Cup,R Racing,2026,8,0.82,GBR,2010/01/01,1646,0.63,0.63,0.60,0.60,0.62,0.63,0.60,0.61,0.61,0.60,0.70,0.60,0.63,0.62,0.50
Henry,Cameron,Ginetta Junior Championship North America,G40Cup,Elite Motorsport,2026,9,0.82,GBR,2009/01/01,1644,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.53
Noah,Young,Ginetta Junior Championship North America,G40Cup,Performance One,2026,10,0.82,GBR,2010/01/01,1642,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.47
Sebastian,Leusch,Ginetta Junior Championship North America,G40Cup,R Racing,2026,11,0.76,GBR,2010/01/01,1640,0.63,0.63,0.60,0.60,0.62,0.61,0.60,0.61,0.61,0.60,0.70,0.60,0.61,0.60,0.55
Addison,Smith,Ginetta Junior Championship North America,G40Cup,MDD Motorsport,2026,12,0.76,GBR,2010/01/01,1638,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.57
Vladislav,Tomenchuk,Ginetta Junior Championship North America,G40Cup,Elite Motorsport,2026,13,0.76,UKR,2010/01/01,1636,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.58
Kai,Veitch,Ginetta Junior Championship North America,G40Cup,Pace Performance,2026,14,0.76,GBR,2010/01/01,1634,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.53
Jorn,Helder,Ginetta Junior Championship North America,G40Cup,Project R,2026,15,0.76,NLD,2010/01/01,1632,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.51
Devon,Hagelen,Ginetta Junior Championship North America,G40Cup,Elite Motorsport,2026,16,0.76,NLD,2010/01/01,1630,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.58
Josh,Watts,Ginetta Junior Championship North America,G40Cup,Performance One,2026,17,0.76,GBR,2009/01/01,1628,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.51
Bailey,Doughty,Ginetta Junior Championship North America,G40Cup,MKH Racing,2026,18,0.76,GBR,2010/01/01,1626,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.47
Daniel,Oliver,Ginetta Junior Championship North America,G40Cup,Elite Motorsport,2026,19,0.70,ESP,2010/01/01,1624,0.62,0.62,0.60,0.60,0.61,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.44
Andrew,Robinson,Ginetta Junior Championship North America,G40Cup,E3 Sport,2026,20,0.70,USA,2010/01/01,1622,0.61,0.61,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.48
Henry,Carter,Ginetta Junior Championship North America,G40Cup,Pace Performance,2026,21,0.70,GBR,2010/01/01,1620,0.61,0.61,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.42
Vicky,Farfus,Ginetta Junior Championship North America,G40Cup,Paradine Competition,2026,22,0.70,BRA,2010/01/01,1618,0.61,0.61,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.70,0.60,0.60,0.60,0.55
Benjamin,Ricci,GT Revival Series,GT1_05,Storic and Race Cars,2026,1,0.82,FRA,1988/01/01,1760,0.70,0.72,0.64,0.67,0.69,0.70,0.67,0.68,0.70,0.69,0.70,0.66,0.70,0.69,0.55
Jean-Luc,Beaubelique,GT Revival Series,GT1_05,Storic and Race Cars,2026,2,0.82,FRA,1967/01/01,1745,0.69,0.71,0.63,0.66,0.68,0.69,0.66,0.69,0.69,0.68,0.70,0.67,0.69,0.68,0.52
Jim,Pla,GT Revival Series,GT1_05,Storic and Race Cars,2026,3,0.82,FRA,1992/10/06,1770,0.71,0.73,0.67,0.68,0.70,0.71,0.68,0.71,0.71,0.70,0.70,0.69,0.71,0.70,0.48
Jonathan,Mitchell,GT Revival Series,GT1_05,Scott Sport,2026,4,0.82,GBR,1975/01/01,1725,0.68,0.70,0.62,0.65,0.67,0.68,0.65,0.66,0.68,0.67,0.70,0.64,0.68,0.67,0.42
Heiko,Neumann,GT Revival Series,GT1_05,Team Motopark,2026,5,0.82,DEU,1975/01/01,1720,0.68,0.68,0.62,0.65,0.67,0.68,0.65,0.66,0.68,0.67,0.70,0.64,0.68,0.67,0.47
Philippe,Giauque,GT Revival Series,GT1_05,Debard Automobiles by Racetivity,2026,6,0.82,CHE,1970/01/01,1715,0.67,0.67,0.61,0.64,0.66,0.67,0.64,0.65,0.67,0.66,0.70,0.63,0.67,0.66,0.49
Philippe,Colancon,GT Revival Series,GT1_05,2B Autosport,2026,7,0.82,FRA,1970/01/01,1710,0.67,0.67,0.61,0.64,0.66,0.67,0.64,0.65,0.65,0.64,0.70,0.63,0.67,0.66,0.55
Peter,Moulsdale,GT Revival Series,GT1_05,Ecurie Ecosse powered by Barwell,2026,8,0.82,GBR,1965/01/01,1708,0.67,0.67,0.61,0.64,0.66,0.67,0.64,0.65,0.65,0.64,0.70,0.63,0.67,0.66,0.50
Matt,Topham,GT Revival Series,GT1_05,Ecurie Ecosse powered by Barwell,2026,9,0.82,GBR,1988/01/01,1712,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.67,0.67,0.66,0.70,0.65,0.65,0.64,0.53
Pascal,Huteau,GT Revival Series,GT1_05,Fanta Racing Legend by Code Classic,2026,10,0.82,FRA,1970/01/01,1704,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.49
Franz,Wunderlich,GT Revival Series,GT1_05,Fanta Racing Legend by Code Classic,2026,11,0.82,DEU,1970/01/01,1702,0.67,0.67,0.61,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.63,0.65,0.64,0.39
Shaun,Lynn,GT Revival Series,GT1_05,Team Parker Racing,2026,12,0.82,GBR,1962/01/01,1700,0.67,0.67,0.60,0.64,0.66,0.65,0.64,0.65,0.65,0.64,0.70,0.62,0.65,0.64,0.48
Janos,Santa,GT Revival Series,GT1_05,GFS Racing,2026,13,0.76,HUN,1975/01/01,1698,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.47
Nick,Padmore,GT Revival Series,GT1_05,TFT Racing,2026,14,0.76,GBR,1977/01/01,1740,0.69,0.71,0.65,0.66,0.68,0.67,0.66,0.69,0.69,0.68,0.70,0.67,0.67,0.66,0.54
Jean-Lou,Rihon,GT Revival Series,GT1_05,TFT Racing,2026,15,0.76,BEL,1970/01/01,1696,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.48
Dan,Henrey,GT Revival Series,GT1_05,Scott Sport,2026,16,0.76,GBR,1978/01/01,1694,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.52
Pierre,Hirschi,GT Revival Series,GT1_05,CMR,2026,17,0.76,CHE,1970/01/01,1692,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.54
Daniel,Desbrueres,GT Revival Series,GT1_05,Sainteloc Racing,2026,18,0.76,FRA,1970/01/01,1690,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.51
Philippe,Gache,GT Revival Series,GT1_05,Sainteloc Racing,2026,19,0.76,FRA,1962/05/31,1715,0.67,0.69,0.63,0.64,0.66,0.65,0.64,0.67,0.67,0.66,0.70,0.65,0.65,0.64,0.46
Marcus,von Oeyenhausen,GT Revival Series,GT1_05,Classic & Speed,2026,20,0.76,DEU,1975/01/01,1688,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.54
Geoff,Isringhausen,GT Revival Series,GT1_05,Speed Motorsports Management,2026,21,0.76,USA,1952/1/1,1686,0.66,0.66,0.60,0.63,0.65,0.64,0.63,0.64,0.64,0.63,0.70,0.62,0.64,0.63,0.42
Anne-Sophie,Nourry,GT Revival Series,GT1_05,Nourry Competition,2026,22,0.76,FRA,1980/1/1,1684,0.65,0.65,0.60,0.62,0.64,0.63,0.62,0.63,0.63,0.62,0.70,0.61,0.63,0.62,0.40
